year,country,artist,song,all_languages,main_language,lyrics_original,lyrics_english,bpm,tone,dancers,stage_director,place,points,running_order,top_3_words
1982,Israel,Avi Toledano,Hora,Hebrew (Ivrit),Hebrew (Ivrit),"Hora, Hora, Hora  Od mazhiv hasade she'azavnu az Od ha'arets noset yevula Ve'od yafim hem haleilot biChna'an Terem hashemesh ola  Od rakevet chotsa sham pardes yarok Chasida od roga'at me'al Ve'od nisa ha'arafel ba'emek Bein hazricha vehatal  Vegam haHora, hahi im haHei Kola od ole, kola lo nadam Ve...","Hora, Hora, Hora  The field we left back then still turns to gold The land still produces its harvest And the nights in Canaan are still beautiful Before the sun rises  A train still crosses a green orchard there A stork still relaxes above And the fog still carries in the valley Between the sunrise...",125,F# minor,,,2,100,15,"still, hora, field"
1982,Switzerland,Arlette Zola,Amour on t'aime,French,French,"On peut traverser la mer, voler autour de la Terre Courir l'aventure, chercher de l'or On peut quitter sa patrie Refaire son nez et sa vie Il nous faut l'amour d'abord  Amour, on t'aime, mieux que nous-mêmes Mieux que l'argent, la politique et les chansons Et quand bien même tu nous enchaînes On a l...","We can cross the sea, fly around the earth Chase after adventure, look for gold We can leave our homeland Change our nose and our life But above all we need love  Love we love you, more than ourselves More than money, politics and songs And even though you chain us up Our heart beats like a butterfl...",96,A major,,,3,97,7,"love, cross, sea"
1982,Belgium,Stella,Si tu aimes ma musique,French,French,C'est si doux Le matin se lève en musique Ça rend un peu fou Mais le réveil est plus euphorique  Elle te suit Partout pendant toute la journée Et tous tes ennuis S'envolent aussitôt en fumée  Si tu aimes ma musique Chante-la avec moi Si tu veux danser Personne ne t'empêchera  N'est-elle pas magnifiq...,It's so nice In the morning to get up to music It makes you a little crazy But the awakening is more euphoric  It follows you Everywhere during the whole day And all your worries Will clear away in smoke immediately  If you like my music Sing it with me If you want to dance Nobody will stop you  Isn...,128,B minor,,,4,96,11,"music, will, nice"
1982,Cyprus,Anna Vissi,Mono i agapi,Greek (Ellinika),Greek (Ellinika),"Tipota dhe meni, tipota dhe zi Ola zvinun, hanonde, san ilios, sa vrohi Ma pano apo sena, pano apo mena Pano ap' ola iparhi  Mono i agapi, mono i agapi Mono i agapi ke zi kathe stigmi Mono i agapi, mono i agapi Mono i agapi ke zi  Ti 'ne i zoi mas, ligo an to skeftis Tha 'klines ta matia su, dhe tha...","Nothing stays, nothing lives Everything is erased, vanished like the sun in the rain But above me, above you Above everything there's  Only love, only love Only love, and lives at every instant Only love, only love Only love, and lives  What's our life, little if you think about it You would close y...",88,Bb minor,,,5,85,8,"love, lives, nothing"
1982,Luxembourg,Svetlana,Cours après le temps,French,French,"Cours après le temps, cours après l'argent Cours sans t'arrêter, si tu veux gagner Cours après la gloire, va vers la victoire Cours sans regarder ceux qui sont tombés  (Cours après le temps) Si je dois courir tout le temps (Cours après l'argent) À quoi me servira l'argent? (Cours sans t'arrêter) Et ...","Run after time, run after money Run without stopping, if you want to win Run after glory, go towards victory Run without looking at the ones who have fallen  (Run after time) If I have to run all the time (Run after money) What could I do with the money? (Run without stopping) And how to catch time ...",126,C major,,,6,78,2,"run, time, money"
1982,United Kingdom,Bardo,One Step Further,English,English,"One step further and I would have been there  Can't seem to get your attention no matter how I try I just want you to prefer me to the other guys So when you looked at me, you only turned away So I walked up beside you But I forgot all the things that I planned to say I don't know if I tried to  I c...","One step further and I would have been there  Can't seem to get your attention no matter how I try I just want you to prefer me to the other guys So when you looked at me, you only turned away So I walked up beside you But I forgot all the things that I planned to say I don't know if I tried to  I c...",147,E major,,Chrissy Wickham,7,76,4,"one, step, cant"
1982,Sweden,Chips,Dag efter dag,Swedish,Swedish,"Nu är det nåt stort på gång, ja, snart ska nånting hända Ingenting kan ändra det och nu är det för sent att vända Lika bra att det blir sagt för du har ändå märkt det Hur som helst så känns det helt okej Det är nånting som jag vill säga dig  Dag efter dag, gång på gång var jag på väg Dag efter dag, ...","Now something big is on its way, yes, soon something is going to happen Nothing can change it and now it's too late to turn back I might as well say it, because you've already noticed it Anyway, it feels completely OK There's something I want to tell you  Day after day, time after time I was on my w...",132,F# minor,,,8,67,9,"something, now, day"
1982,Austria,Mess,Sonntag,German,German,"Heut' ist Sonntag, ein kleiner Sonntag Ein feiner Sonntag, so könnt' es immer bleiben Jeden Sonntag vergeht der Sonntag Wie immer, viel zu schnell  Jeden Sonntag bin ich alleine Bei mir zu Hause auf meiner kleinen Insel Und am Sonntag fühl' ich mich immer Wie Freitag und Robinson  Am Sonntag brauche...","Today is Sunday, a little Sunday A fine Sunday, it could be like this forever Every Sunday, the Sunday's passing Like always, far too quickly  Every Sunday I'm alone At home on my little island And on Sunday I'm always feeling Like Friday and Robinson  On Sunday I need a little time for myself Just ...",156,C major,,,9,57,10,"sunday, little, like"
1982,Spain,Lucía,Él,Spanish,Spanish,"Ven, tengo libre de ocho a diez Nos podemos divertir y tomarnos una copa Él es igual que un perro fiel Pero te prefiero a ti Aunque digan que estoy loca  Él ejerce de hombre serio Tú te lo tomas a risa Él pretende ser mi dueño Tú me llamas y me olvidas Pero te prefiero a ti  Él me perdona porque es ...","Come, I'm free from eight to ten We can have fun and have a drink He's like a faithful dog But I prefer you Though people say I'm crazy  He acts like a serious man You're laughing about it He intends to be my owner You phone me and forget me But I prefer you  He forgives me because he's a scrap of g...",130,Eb minor,,,10,52,12,"hes, like, prefer"
1982,Ireland,The Duskeys,"Here Today, Gone Tomorrow",English,English,"Lala lalalala... la lalalala... la lalalala... La lalalala... la lalalala... la lalalala...  Hey baby, tell me please How can you come back to me as cool as a breeze? You can fool some people with your big brown eyes But I'm the one who knows that you've been telling me lies You tell me that you lov...","Lala lalalala... la lalalala... la lalalala... La lalalala... la lalalala... la lalalala...  Hey baby, tell me please How can you come back to me as cool as a breeze? You can fool some people with your big brown eyes But I'm the one who knows that you've been telling me lies You tell me that you lov...",134,C minor,,,11,49,17,"lalalala, tell, lala"
1982,Norway,Jahn Teigen & Anita Skorgan,Adieu,Norwegian,Norwegian,"Si meg, hva betyr adieu? Er det bare trist, no' som sårer deg? Tro meg, vi skal ta adieu Ikke sånn som sist, da jeg gikk fra deg Jeg vil alltid huske deg som en venn Om vi aldri mere ses igjen  Vi har våre minner, de vil aldri dø Nå er tiden inne til å si adieu  Si meg, hva betyr adieu? Kan det ha v...","Tell me, what does goodbye mean? Is it only sad, something that hurts you? Believe me, we can say goodbye Not like the last time, when I left you I will always remember you as a friend If we never see each other again  We have our memories, they will never die Now the time has come, to say goodbye  ...",86,C major,,,12,40,3,"goodbye, say, time"
1982,Portugal,Doce,Bem bom,Portuguese,Portuguese,"Hey, hey, hey, hey!  Uma da manhã, um toque, um brilho no olhar Duas da manha, dois dedos de magia Às duas por três quem sabe onde isto irá parar? Quatro da manhã caiando, um luar de lua lindo Uma gota a mais e o chão ia fugindo  Uma da manhã, hey, bem bom Duas da manhã, bem bom Já três da manhã, he...","Hey, hey, hey, hey!  One in the morning, a touch, a sparkle in your glance Two in the morning, two fingers of magic On the count of three, who knows where this will end? Four in the morning, I'm falling, a beautiful moonlight A drop too many and I'm slipping on the floor  One in the morning, hey, ve...",110,B minor,,,13,32,1,"hey, morning, one"
1982,Yugoslavia,Aska,"Halo, halo",Serbian,Serbian,"Jedna, dovoljna je jedna reč Sreća, vratiće ti oku sjaj O... o... glavu gore i ne misli na kraj  Jedna, dovoljna je jedna reč (Šubidua) Sve bi opet bilo kao pre (Šubidua) O... o... ali niko ne zna gde je on  Halo, halo, halo, halo (Ko je to?) Priče sve, čudno je, zna li ko Gde si sada ti Halo, halo,...","One, only one word is enough Happiness will give shine back to your eye Oh... oh... chin up and don't think of the end  One, only one word is enough (Shoobee-doo-a) Everything would be like before (Shoobee-doo-a) Oh... oh... but no one knows where he is  Hello, hello, hello, hello (Who's there?) All...",89,C# major,,,14,21,14,"one, hello, word"
1982,Turkey,Neco,Hani?,Turkish,Turkish,"Peşimden koşanlar, nerde hani? Kalbini açanlar, nerde hani? Aşkımla coşanlar, nerde hani? Hani?  Yüzüme gülenler, nerde hani? Sevgilim diyenler, nerde hani? Beni bekleyenler, nerde hani? Hani?  Bu ne biçim iştir böyle Konuşulmuyor hiçkimseyle Sen birşeyler söylersin kendince Uzaklaşır sessizce  Görm...",Where are those who ran after me? Where are those who opened their hearts to me? Where are those who were so happy with my love? Where?  Where are those who smiled at me? Where are those who called me sweetheart? Where are those who waited for me? Where?  It's so unfortunate Not to be able to talk t...,149,C minor,,,15,20,5,"ran, opened, hearts"
1982,Netherlands,Bill van Dijk,Jij en ik,Dutch,Dutch,"Kijk, de zwaluwen zijn weer terug Hebben hun reis achter de rug En de winter gaat op de vlucht Jij komt terug  Kijk, de perenboom achter ons huis Staat weer in bloei, is weer de bruid En mijn dromen die komen uit Jij komt terug  Jij en ik Hebben elkaar weer gevonden We blijven voor altijd verbonden ...","Look, the swallows are back again They have finished their journey And the winter is on the run You're coming back  Look, the pear tree behind our house Is in bloom again, stands bride again And my dreams are coming true You're coming back  You and I Have found each other again We'll be joined forev...",117,G major,,,16,8,16,"back, coming, look"
1982,Denmark,Brixx,Video video,Danish,Danish,"Når regnen bare siler ned Så har jeg tændt for colorTV'et Humphrey Bogart og Björn fra Wimbledon Jeg har det hele på videobånd  Susanne rejste hjem i går Hjem til sin mor i Klampenborg Alt det TV har gjort hend' splittergal Hun si'r jeg ikke er helt normal  Video, video, (video), den kører nat og da...","When the rain's just pouring down Then I've turned on the colour TV Humphrey Bogart and Björn from Wimbledon I've got it all on video tape  Susanne went home yesterday Home to her mother in Klampenborg All that TV has made her raving mad She says I'm not all normal  Video, video, (video), it's rolli...",88,C major,,,17,5,13,"video, ive, home"
1982,Finland,Kojo,Nuku pommiin,Finnish,Finnish,"Jos joku nakkaa ydinkakkaa kohta tänne Eurooppaamme Niin mitä haastat, kun kaikki saastat sieltä kasvoillemme saamme Jos joku viskaa pommin niskaan, niin sä tuskin huomaatkaan  (Nuku tuuti, aa… aa… aa… tuuti) (Nuku tuuti, aa… aa… aa… tuuti) (Nuku tuuti, aa… aa… aa… tuuti) (Nuku tuuti, aa… aa… aa… tu...","If someone soon throws some nuclear poo here on our Europe What will you say when we get all the filth on our faces If someone slings a bomb to your neck you probably won't even notice  (Lullaby, aa… aa… aa… lullaby) (Lullaby, aa… aa… aa… lullaby) (Lullaby, aa… aa… aa… lullaby) (Lullaby, aa… aa… aa…...",153,D major,,,18,0,6,"aa…, lullaby, someone"
1983,Luxembourg,Corinne Hermès,Si la vie est cadeau,French,French,"Nous, c'était du bleu Un ciel d'été, un océan transparent Nous, nous étions deux Et l'on s'aimait à faire arrêter le temps  Mais le temps nous a trahis Alors pourquoi m'avoir promis la terre entière? Notre amour aurait suffi Je ne voulais pas d'un bonheur imaginaire Si la vie est cadeau  Si la vie e...","We, we were blue A summer sky, a transparent ocean We, we were two And when we loved each other, time stood still  But time betrayed us So why did you promise me the whole world? Our love would have been enough I didn't want an imaginary happiness If life is a gift  If life is a gift Given gift, rec...",142,Eb minor,,,1,142,20,"gift, time, life"
